dataset_id,treat_id,trials,Y_obs,Y_mis,treat
1808,2,24995,473,420,Treatment
1808,1,25005,426,402,Control
1809,1,24860,469,418,Control
1809,2,25140,459,464,Treatment
1810,2,24953,450,459,Treatment
1810,1,25047,409,395,Control
1811,1,24974,468,425,Control
1811,2,25026,461,472,Treatment
1812,1,24889,421,429,Control
1812,2,25111,471,435,Treatment
1813,1,24950,437,404,Control
1813,2,25050,415,482,Treatment
1814,1,24711,438,407,Control
1814,2,25289,451,427,Treatment
1815,1,25004,418,471,Control
1815,2,24996,434,422,Treatment
1816,1,24902,469,452,Control
1816,2,25098,413,419,Treatment
1817,2,25007,464,430,Treatment
1817,1,24993,459,473,Control
1818,1,25058,477,451,Control
1818,2,24942,397,444,Treatment
1819,1,24868,410,434,Control
1819,2,25132,427,453,Treatment
1820,2,25052,450,420,Treatment
1820,1,24948,444,421,Control
1821,2,25246,447,442,Treatment
1821,1,24754,424,464,Control
1822,1,25185,441,440,Control
1822,2,24815,440,433,Treatment
1823,1,25085,433,418,Control
1823,2,24915,428,418,Treatment
1824,2,25003,431,405,Treatment
1824,1,24997,409,430,Control
1825,2,24974,407,413,Treatment
1825,1,25026,462,477,Control
1826,2,24843,442,419,Treatment
1826,1,25157,438,463,Control
1827,1,25150,426,428,Control
1827,2,24850,438,427,Treatment
1828,2,25105,417,444,Treatment
1828,1,24895,466,425,Control
1829,2,24950,420,413,Treatment
1829,1,25050,441,438,Control
1830,2,25142,442,443,Treatment
1830,1,24858,421,458,Control
1831,2,24924,401,460,Treatment
1831,1,25076,440,427,Control
1832,2,25271,417,451,Treatment
1832,1,24729,421,439,Control
1833,2,25005,403,459,Treatment
1833,1,24995,409,439,Control
1834,2,25008,417,388,Treatment
1834,1,24992,451,441,Control
1835,1,24947,416,431,Control
1835,2,25053,464,446,Treatment
1836,2,24947,438,454,Treatment
1836,1,25053,458,436,Control
1837,1,25046,395,412,Control
1837,2,24954,448,450,Treatment
1838,1,25073,428,433,Control
1838,2,24927,415,423,Treatment
1839,1,24959,439,428,Control
1839,2,25041,458,478,Treatment
1840,2,25142,404,452,Treatment
1840,1,24858,443,475,Control
1841,2,24929,418,432,Treatment
1841,1,25071,439,436,Control
1842,2,25028,459,423,Treatment
1842,1,24972,432,423,Control
1843,2,24981,431,458,Treatment
1843,1,25019,448,477,Control
1844,1,24867,420,431,Control
1844,2,25133,421,425,Treatment
1845,2,25093,427,399,Treatment
1845,1,24907,449,408,Control
1846,2,24923,392,450,Treatment
1846,1,25077,440,448,Control
1847,2,25160,415,438,Treatment
1847,1,24840,433,444,Control
1848,2,25134,452,451,Treatment
1848,1,24866,421,439,Control
1849,2,24877,422,385,Treatment
1849,1,25123,415,451,Control
1850,1,24998,484,428,Control
1850,2,25002,408,457,Treatment
1851,1,25108,408,437,Control
1851,2,24892,461,431,Treatment
1852,1,24940,460,396,Control
1852,2,25060,434,419,Treatment
1853,1,24987,411,457,Control
1853,2,25013,421,441,Treatment
1854,2,24929,472,444,Treatment
1854,1,25071,462,432,Control
1855,2,25335,458,471,Treatment
1855,1,24665,412,402,Control
1856,2,24967,442,458,Treatment
1856,1,25033,426,451,Control
1857,2,24746,411,441,Treatment
1857,1,25254,416,423,Control
1858,2,24804,470,431,Treatment
1858,1,25196,446,421,Control
1859,1,25050,466,401,Control
1859,2,24950,420,432,Treatment
1860,2,25160,438,422,Treatment
1860,1,24840,440,416,Control
1861,1,25082,458,433,Control
1861,2,24918,402,450,Treatment
1862,1,25145,433,458,Control
1862,2,24855,419,400,Treatment
1863,2,25006,442,449,Treatment
1863,1,24994,376,418,Control
1864,2,25033,461,463,Treatment
1864,1,24967,424,447,Control
1865,2,25045,419,484,Treatment
1865,1,24955,427,433,Control
1866,2,24895,439,423,Treatment
1866,1,25105,434,446,Control
1867,1,25001,473,413,Control
1867,2,24999,476,446,Treatment
1868,2,24885,421,426,Treatment
1868,1,25115,456,424,Control
1869,2,25001,424,449,Treatment
1869,1,24999,462,462,Control
1870,2,24994,443,440,Treatment
1870,1,25006,406,414,Control
1871,2,25020,423,439,Treatment
1871,1,24980,444,444,Control
1872,2,25273,444,439,Treatment
1872,1,24727,446,446,Control
1873,1,25120,483,452,Control
1873,2,24880,465,450,Treatment
1874,2,25247,440,471,Treatment
1874,1,24753,422,467,Control
1875,2,25000,437,406,Treatment
1875,1,25000,432,438,Control
1876,2,24877,427,417,Treatment
1876,1,25123,413,466,Control
1877,2,24907,445,458,Treatment
1877,1,25093,459,419,Control
1878,1,24970,438,403,Control
1878,2,25030,450,434,Treatment
1879,2,24985,383,444,Treatment
1879,1,25015,420,437,Control
1880,2,25159,447,446,Treatment
1880,1,24841,471,458,Control
1881,2,24910,456,442,Treatment
1881,1,25090,416,418,Control
1882,2,24921,486,425,Treatment
1882,1,25079,433,448,Control
1883,2,24946,439,447,Treatment
1883,1,25054,481,407,Control
1884,1,24986,423,469,Control
1884,2,25014,477,431,Treatment
1885,2,25075,472,437,Treatment
1885,1,24925,449,459,Control
1886,2,24793,420,421,Treatment
1886,1,25207,461,465,Control
1887,2,24948,393,412,Treatment
1887,1,25052,413,458,Control
1888,2,25055,444,457,Treatment
1888,1,24945,444,432,Control
1889,1,24918,453,426,Control
1889,2,25082,451,411,Treatment
1890,1,24828,434,435,Control
1890,2,25172,415,444,Treatment
1891,1,24899,467,404,Control
1891,2,25101,480,425,Treatment
1892,1,24896,436,432,Control
1892,2,25104,424,465,Treatment
1893,2,25056,468,420,Treatment
1893,1,24944,458,444,Control
1894,1,25072,456,395,Control
1894,2,24928,445,446,Treatment
1895,2,24974,497,403,Treatment
1895,1,25026,449,453,Control
1896,1,24910,446,435,Control
1896,2,25090,402,488,Treatment
1897,1,25160,434,433,Control
1897,2,24840,450,412,Treatment
1898,1,24802,405,449,Control
1898,2,25198,454,424,Treatment
1899,2,24873,449,436,Treatment
1899,1,25127,446,402,Control
1900,1,25032,468,427,Control
1900,2,24968,476,486,Treatment
1901,1,25147,464,427,Control
1901,2,24853,445,437,Treatment
1902,2,24874,406,425,Treatment
1902,1,25126,461,456,Control
1903,2,24773,429,436,Treatment
1903,1,25227,458,465,Control
1904,2,25122,444,442,Treatment
1904,1,24878,424,468,Control
1905,2,24969,458,425,Treatment
1905,1,25031,418,459,Control
1906,1,24933,386,454,Control
1906,2,25067,442,437,Treatment
1907,2,25031,429,450,Treatment
1907,1,24969,436,426,Control
1908,1,24852,455,469,Control
1908,2,25148,410,436,Treatment
1909,2,24893,418,436,Treatment
1909,1,25107,463,479,Control
1910,2,25132,410,447,Treatment
1910,1,24868,434,438,Control
1911,1,25075,466,460,Control
1911,2,24925,443,438,Treatment
1912,2,24836,461,424,Treatment
1912,1,25164,409,454,Control
1913,1,24922,421,444,Control
1913,2,25078,423,462,Treatment
1914,1,24816,486,449,Control
1914,2,25184,427,437,Treatment
1915,1,24846,422,433,Control
1915,2,25154,456,443,Treatment
1916,1,25068,446,390,Control
1916,2,24932,435,422,Treatment
1917,2,24882,427,450,Treatment
1917,1,25118,430,438,Control
1918,2,25103,462,459,Treatment
1918,1,24897,428,425,Control
1919,1,25140,435,416,Control
1919,2,24860,428,416,Treatment
1920,2,25093,465,454,Treatment
1920,1,24907,440,416,Control
1921,2,24732,445,422,Treatment
1921,1,25268,436,434,Control
1922,1,25150,457,414,Control
1922,2,24850,431,460,Treatment
1923,2,25087,445,420,Treatment
1923,1,24913,425,424,Control
1924,2,25066,414,467,Treatment
1924,1,24934,470,428,Control
1925,1,24873,453,397,Control
1925,2,25127,452,429,Treatment
1926,1,24962,425,454,Control
1926,2,25038,471,447,Treatment
1927,1,24804,399,423,Control
1927,2,25196,418,432,Treatment
1928,1,24872,449,451,Control
1928,2,25128,509,448,Treatment
1929,1,24992,435,439,Control
1929,2,25008,417,451,Treatment
1930,2,25079,405,432,Treatment
1930,1,24921,424,451,Control
1931,1,25055,438,466,Control
1931,2,24945,434,436,Treatment
1932,2,25021,409,436,Treatment
1932,1,24979,425,446,Control
1933,2,24967,405,418,Treatment
1933,1,25033,437,441,Control
1934,1,24821,422,405,Control
1934,2,25179,478,431,Treatment
1935,1,24919,404,403,Control
1935,2,25081,413,431,Treatment
1936,1,24894,421,417,Control
1936,2,25106,454,441,Treatment
1937,2,24942,427,435,Treatment
1937,1,25058,463,416,Control
1938,1,24885,404,468,Control
1938,2,25115,424,435,Treatment
1939,1,25079,400,449,Control
1939,2,24921,420,396,Treatment
1940,2,25113,450,414,Treatment
1940,1,24887,422,474,Control
1941,1,25137,495,429,Control
1941,2,24863,434,451,Treatment
1942,1,25217,452,469,Control
1942,2,24783,398,438,Treatment
1943,1,24870,433,472,Control
1943,2,25130,466,449,Treatment
1944,2,24826,400,448,Treatment
1944,1,25174,470,451,Control
1945,2,24817,395,444,Treatment
1945,1,25183,472,443,Control
1946,1,25239,456,449,Control
1946,2,24761,479,398,Treatment
1947,2,24928,447,458,Treatment
1947,1,25072,442,428,Control
1948,1,24993,435,463,Control
1948,2,25007,455,399,Treatment
1949,2,24981,415,438,Treatment
1949,1,25019,455,445,Control
1950,2,25005,479,416,Treatment
1950,1,24995,431,437,Control
1951,1,25071,411,439,Control
1951,2,24929,427,442,Treatment
1952,1,24890,426,429,Control
1952,2,25110,419,439,Treatment
1953,1,24961,463,434,Control
1953,2,25039,437,434,Treatment
1954,2,24852,438,424,Treatment
1954,1,25148,427,445,Control
1955,2,24971,435,435,Treatment
1955,1,25029,428,406,Control
1956,2,24933,482,453,Treatment
1956,1,25067,426,440,Control
1957,2,25028,428,423,Treatment
1957,1,24972,424,435,Control
1958,1,24959,445,429,Control
1958,2,25041,443,448,Treatment
1959,1,24923,439,442,Control
1959,2,25077,428,431,Treatment
1960,2,25028,445,429,Treatment
1960,1,24972,466,406,Control
1961,2,24930,437,454,Treatment
1961,1,25070,404,445,Control
1962,2,25023,445,470,Treatment
1962,1,24977,425,480,Control
1963,2,25079,471,447,Treatment
1963,1,24921,436,411,Control
1964,1,24992,443,431,Control
1964,2,25008,473,438,Treatment
1965,1,24983,399,432,Control
1965,2,25017,425,468,Treatment
1966,2,25012,465,449,Treatment
1966,1,24988,470,448,Control
1967,2,25073,433,453,Treatment
1967,1,24927,441,442,Control
1968,2,25072,463,439,Treatment
1968,1,24928,430,440,Control
1969,2,25055,437,444,Treatment
1969,1,24945,417,471,Control
1970,2,24921,415,426,Treatment
1970,1,25079,471,432,Control
1971,1,25134,448,452,Control
1971,2,24866,436,429,Treatment
1972,2,25146,441,458,Treatment
1972,1,24854,399,416,Control
1973,2,25146,409,437,Treatment
1973,1,24854,471,420,Control
1974,1,25055,433,405,Control
1974,2,24945,438,401,Treatment
1975,1,24894,440,430,Control
1975,2,25106,448,458,Treatment
1976,1,24962,407,437,Control
1976,2,25038,450,439,Treatment
1977,1,24876,437,416,Control
1977,2,25124,436,489,Treatment
1978,1,24911,427,430,Control
1978,2,25089,411,418,Treatment
1979,2,24803,441,422,Treatment
1979,1,25197,464,437,Control
1980,2,25048,456,402,Treatment
1980,1,24952,461,422,Control
1981,2,24949,390,444,Treatment
1981,1,25051,439,425,Control
1982,2,25086,453,434,Treatment
1982,1,24914,436,418,Control
1983,2,24892,423,407,Treatment
1983,1,25108,456,445,Control
1984,1,25084,441,430,Control
1984,2,24916,418,422,Treatment
1985,1,25172,471,476,Control
1985,2,24828,415,427,Treatment
1986,2,24782,425,418,Treatment
1986,1,25218,476,438,Control
1987,2,25128,416,434,Treatment
1987,1,24872,428,428,Control
1988,1,24874,416,417,Control
1988,2,25126,436,408,Treatment
1989,2,25094,438,452,Treatment
1989,1,24906,437,431,Control
1990,2,24969,427,456,Treatment
1990,1,25031,409,432,Control
1991,1,24938,395,487,Control
1991,2,25062,446,463,Treatment
1992,1,24976,406,399,Control
1992,2,25024,454,458,Treatment
1993,2,24956,454,482,Treatment
1993,1,25044,435,448,Control
1994,1,24867,447,429,Control
1994,2,25133,413,410,Treatment
1995,2,24978,440,405,Treatment
1995,1,25022,420,440,Control
1996,2,25091,412,445,Treatment
1996,1,24909,449,448,Control
1997,2,25026,432,443,Treatment
1997,1,24974,450,433,Control
1998,1,24873,442,475,Control
1998,2,25127,490,466,Treatment
1999,1,24910,455,483,Control
1999,2,25090,440,395,Treatment
2000,1,24980,448,462,Control
2000,2,25020,456,432,Treatment
2001,1,25124,471,430,Control
2001,2,24876,441,400,Treatment
2002,1,25100,459,455,Control
2002,2,24900,431,440,Treatment
2003,1,24991,443,427,Control
2003,2,25009,498,435,Treatment
2004,2,25022,408,440,Treatment
2004,1,24978,423,434,Control
2005,1,25014,437,444,Control
2005,2,24986,472,458,Treatment
2006,2,25289,453,433,Treatment
2006,1,24711,416,430,Control
2007,1,25143,460,478,Control
2007,2,24857,419,427,Treatment
2008,1,25054,447,435,Control
2008,2,24946,436,435,Treatment
2009,2,25038,436,443,Treatment
2009,1,24962,495,446,Control
2010,1,25001,425,437,Control
2010,2,24999,458,444,Treatment
2011,2,24768,424,442,Treatment
2011,1,25232,426,450,Control
2012,2,25169,469,405,Treatment
2012,1,24831,429,413,Control
2013,1,25074,418,434,Control
2013,2,24926,450,451,Treatment
2014,2,25112,446,422,Treatment
2014,1,24888,388,452,Control
2015,1,24865,390,407,Control
2015,2,25135,458,439,Treatment
2016,2,25146,414,463,Treatment
2016,1,24854,427,453,Control
2017,1,24894,449,420,Control
2017,2,25106,467,427,Treatment
2018,1,25088,457,439,Control
2018,2,24912,425,433,Treatment
2019,1,25009,414,420,Control
2019,2,24991,430,407,Treatment
2020,1,24986,415,422,Control
2020,2,25014,437,452,Treatment
2021,2,24974,449,460,Treatment
2021,1,25026,434,418,Control
2022,1,24900,458,429,Control
2022,2,25100,445,440,Treatment
2023,1,24988,429,476,Control
2023,2,25012,433,434,Treatment
2024,2,25139,430,411,Treatment
2024,1,24861,466,436,Control
2025,2,24987,469,451,Treatment
2025,1,25013,459,469,Control
2026,1,24923,444,447,Control
2026,2,25077,405,414,Treatment
2027,1,24873,419,402,Control
2027,2,25127,410,427,Treatment
2028,1,25042,439,442,Control
2028,2,24958,415,422,Treatment
2029,1,24980,457,442,Control
2029,2,25020,418,438,Treatment
2030,2,24932,413,455,Treatment
2030,1,25068,460,441,Control
2031,2,25250,429,461,Treatment
2031,1,24750,417,406,Control
2032,2,24693,453,469,Treatment
2032,1,25307,432,415,Control
2033,2,25155,425,424,Treatment
2033,1,24845,430,451,Control
2034,2,25121,450,432,Treatment
2034,1,24879,434,436,Control
2035,1,24960,442,432,Control
2035,2,25040,443,485,Treatment
2036,1,25087,426,424,Control
2036,2,24913,429,435,Treatment
2037,1,25138,474,458,Control
2037,2,24862,427,405,Treatment
2038,2,24944,423,407,Treatment
2038,1,25056,423,454,Control
2039,2,25065,405,441,Treatment
2039,1,24935,441,459,Control
2040,1,25165,460,403,Control
2040,2,24835,423,447,Treatment
2041,2,24936,444,451,Treatment
2041,1,25064,475,457,Control
2042,1,24992,410,435,Control
2042,2,25008,408,452,Treatment
2043,1,25101,478,443,Control
2043,2,24899,439,430,Treatment
2044,2,25101,455,456,Treatment
2044,1,24899,434,409,Control
2045,2,24944,424,447,Treatment
2045,1,25056,399,417,Control
2046,2,24780,418,406,Treatment
2046,1,25220,456,485,Control
2047,2,25004,384,416,Treatment
2047,1,24996,404,447,Control
2048,1,25011,411,440,Control
2048,2,24989,404,441,Treatment
2049,2,25003,444,472,Treatment
2049,1,24997,429,431,Control
2050,2,24727,425,446,Treatment
2050,1,25273,462,452,Control
2051,1,24927,414,442,Control
2051,2,25073,445,458,Treatment
2052,1,24987,422,419,Control
2052,2,25013,458,410,Treatment
2053,1,24997,460,445,Control
2053,2,25003,403,395,Treatment
2054,1,24920,441,439,Control
2054,2,25080,427,437,Treatment
2055,2,24934,439,419,Treatment
2055,1,25066,416,428,Control
2056,1,25041,432,437,Control
2056,2,24959,470,461,Treatment
2057,1,24922,430,419,Control
2057,2,25078,438,429,Treatment
2058,2,24866,443,423,Treatment
2058,1,25134,470,464,Control
2059,1,24898,441,392,Control
2059,2,25102,454,474,Treatment
2060,1,25031,408,460,Control
2060,2,24969,433,425,Treatment
2061,1,25038,448,439,Control
2061,2,24962,465,442,Treatment
2062,2,25114,433,445,Treatment
2062,1,24886,419,404,Control
2063,2,25075,441,445,Treatment
2063,1,24925,421,452,Control
2064,2,25186,392,434,Treatment
2064,1,24814,466,430,Control
2065,1,24828,473,438,Control
2065,2,25172,462,439,Treatment
2066,1,25082,450,452,Control
2066,2,24918,450,448,Treatment
2067,2,25034,436,476,Treatment
2067,1,24966,424,418,Control
2068,2,24999,454,428,Treatment
2068,1,25001,425,409,Control
2069,2,25134,440,449,Treatment
2069,1,24866,445,478,Control
2070,1,25112,449,416,Control
2070,2,24888,430,455,Treatment
2071,1,24694,471,452,Control
2071,2,25306,448,453,Treatment
2072,1,25259,459,410,Control
2072,2,24741,430,452,Treatment
2073,2,24978,429,419,Treatment
2073,1,25022,433,424,Control
2074,2,24942,427,433,Treatment
2074,1,25058,457,475,Control
2075,2,24960,421,463,Treatment
2075,1,25040,422,428,Control
2076,1,24829,459,421,Control
2076,2,25171,464,461,Treatment
2077,1,24986,438,433,Control
2077,2,25014,449,467,Treatment
2078,1,25083,459,450,Control
2078,2,24917,427,449,Treatment
2079,1,25060,438,455,Control
2079,2,24940,457,445,Treatment
2080,2,24871,444,422,Treatment
2080,1,25129,460,434,Control
2081,2,24954,445,447,Treatment
2081,1,25046,459,420,Control
2082,2,25042,478,456,Treatment
2082,1,24958,467,458,Control
2083,2,24779,442,452,Treatment
2083,1,25221,429,438,Control
2084,1,25154,463,434,Control
2084,2,24846,398,456,Treatment
2085,1,24879,447,431,Control
2085,2,25121,455,441,Treatment
2086,1,25028,421,428,Control
2086,2,24972,448,452,Treatment
2087,2,25199,451,444,Treatment
2087,1,24801,431,421,Control
2088,1,25047,475,484,Control
2088,2,24953,449,453,Treatment
2089,2,25016,476,425,Treatment
2089,1,24984,439,465,Control
2090,1,24988,457,435,Control
2090,2,25012,433,444,Treatment
2091,2,24993,430,416,Treatment
2091,1,25007,458,436,Control
2092,1,25029,430,427,Control
2092,2,24971,455,437,Treatment
2093,1,25117,403,449,Control
2093,2,24883,403,438,Treatment
2094,2,24825,460,450,Treatment
2094,1,25175,461,458,Control
2095,2,25213,435,441,Treatment
2095,1,24787,485,449,Control
2096,2,24777,434,462,Treatment
2096,1,25223,461,422,Control
2097,1,25070,445,455,Control
2097,2,24930,424,433,Treatment
2098,2,24965,390,431,Treatment
2098,1,25035,469,450,Control
2099,1,25056,435,442,Control
2099,2,24944,412,449,Treatment
2100,1,24871,399,407,Control
2100,2,25129,454,411,Treatment
2101,2,25087,470,433,Treatment
2101,1,24913,387,479,Control
2102,2,24848,417,412,Treatment
2102,1,25152,454,439,Control
2103,2,24933,450,458,Treatment
2103,1,25067,428,456,Control
2104,2,25140,432,447,Treatment
2104,1,24860,429,410,Control
2105,2,25229,435,401,Treatment
2105,1,24771,413,450,Control
2106,1,24975,437,451,Control
2106,2,25025,449,453,Treatment
2107,2,24809,444,428,Treatment
2107,1,25191,443,412,Control
2108,2,24992,448,430,Treatment
2108,1,25008,454,455,Control
2109,2,24811,462,439,Treatment
2109,1,25189,433,440,Control
2110,1,24937,477,413,Control
2110,2,25063,441,426,Treatment
2111,2,24843,428,442,Treatment
2111,1,25157,456,405,Control
2112,2,25144,470,456,Treatment
2112,1,24856,451,420,Control
2113,1,24875,391,434,Control
2113,2,25125,461,446,Treatment
2114,1,25157,449,424,Control
2114,2,24843,470,435,Treatment
2115,2,24784,438,480,Treatment
2115,1,25216,436,458,Control
2116,2,25004,411,395,Treatment
2116,1,24996,408,466,Control
2117,2,25049,411,435,Treatment
2117,1,24951,434,451,Control
2118,2,25150,444,442,Treatment
2118,1,24850,426,436,Control
2119,1,24961,433,455,Control
2119,2,25039,446,409,Treatment
2120,1,25055,427,435,Control
2120,2,24945,444,462,Treatment
2121,2,24924,441,392,Treatment
2121,1,25076,428,458,Control
2122,1,25168,472,420,Control
2122,2,24832,422,424,Treatment
2123,2,24983,428,457,Treatment
2123,1,25017,404,404,Control
2124,1,24897,418,378,Control
2124,2,25103,426,449,Treatment
2125,1,24773,437,409,Control
2125,2,25227,446,459,Treatment
2126,1,25138,407,462,Control
2126,2,24862,427,415,Treatment
2127,2,25205,458,417,Treatment
2127,1,24795,451,446,Control
2128,2,25072,429,480,Treatment
2128,1,24928,421,443,Control
2129,1,25037,459,442,Control
2129,2,24963,464,454,Treatment
2130,1,25120,394,450,Control
2130,2,24880,435,442,Treatment
2131,2,25121,479,428,Treatment
2131,1,24879,414,387,Control
2132,2,25123,439,435,Treatment
2132,1,24877,422,428,Control
2133,2,25123,447,438,Treatment
2133,1,24877,450,441,Control
2134,2,24862,430,410,Treatment
2134,1,25138,422,429,Control
2135,2,24958,418,417,Treatment
2135,1,25042,456,433,Control
2136,2,24874,436,422,Treatment
2136,1,25126,414,447,Control
2137,1,25071,457,432,Control
2137,2,24929,435,402,Treatment
2138,1,24948,463,454,Control
2138,2,25052,427,444,Treatment
2139,1,25060,459,432,Control
2139,2,24940,427,391,Treatment
2140,1,25064,420,484,Control
2140,2,24936,443,464,Treatment
2141,1,25059,426,454,Control
2141,2,24941,468,442,Treatment
2142,2,25328,448,450,Treatment
2142,1,24672,412,462,Control
2143,1,25043,435,442,Control
2143,2,24957,414,438,Treatment
2144,1,25300,450,452,Control
2144,2,24700,444,444,Treatment
2145,2,24942,489,441,Treatment
2145,1,25058,444,455,Control
2146,2,24923,438,501,Treatment
2146,1,25077,445,398,Control
2147,2,24964,419,427,Treatment
2147,1,25036,433,449,Control
2148,1,24954,469,446,Control
2148,2,25046,419,458,Treatment
2149,2,25131,412,445,Treatment
2149,1,24869,442,423,Control
2150,1,25048,453,419,Control
2150,2,24952,458,447,Treatment
2151,1,25095,436,456,Control
2151,2,24905,406,417,Treatment
2152,1,24983,447,455,Control
2152,2,25017,448,457,Treatment
2153,1,25157,417,443,Control
2153,2,24843,415,430,Treatment
2154,1,24933,410,429,Control
2154,2,25067,444,413,Treatment
2155,1,25090,408,452,Control
2155,2,24910,464,441,Treatment
2156,2,25068,432,441,Treatment
2156,1,24932,420,449,Control
2157,1,25078,451,402,Control
2157,2,24922,484,475,Treatment
2158,2,24814,471,445,Treatment
2158,1,25186,447,431,Control
2159,2,24874,441,451,Treatment
2159,1,25126,412,433,Control
2160,1,25054,445,478,Control
2160,2,24946,438,438,Treatment
2161,1,25016,431,446,Control
2161,2,24984,417,431,Treatment
2162,1,25262,455,432,Control
2162,2,24738,447,449,Treatment
2163,2,25251,447,449,Treatment
2163,1,24749,419,428,Control
2164,2,24967,457,480,Treatment
2164,1,25033,469,429,Control
2165,1,24774,442,402,Control
2165,2,25226,438,461,Treatment
2166,2,24968,428,427,Treatment
2166,1,25032,423,445,Control
2167,1,24889,429,464,Control
2167,2,25111,428,491,Treatment
2168,2,24980,396,453,Treatment
2168,1,25020,437,446,Control
2169,1,24913,451,448,Control
2169,2,25087,417,421,Treatment
2170,2,25033,415,418,Treatment
2170,1,24967,409,469,Control
2171,1,25088,464,430,Control
2171,2,24912,397,451,Treatment
2172,2,24904,474,451,Treatment
2172,1,25096,451,429,Control
2173,1,24948,447,436,Control
2173,2,25052,454,444,Treatment
2174,2,25038,406,447,Treatment
2174,1,24962,435,468,Control
2175,2,24954,414,453,Treatment
2175,1,25046,447,439,Control
2176,1,24986,457,389,Control
2176,2,25014,411,424,Treatment
2177,2,24990,386,460,Treatment
2177,1,25010,415,436,Control
2178,1,24972,471,423,Control
2178,2,25028,409,423,Treatment
2179,2,24817,409,452,Treatment
2179,1,25183,421,433,Control
2180,1,24949,433,432,Control
2180,2,25051,452,472,Treatment
2181,1,24887,415,456,Control
2181,2,25113,452,466,Treatment
2182,2,24757,456,418,Treatment
2182,1,25243,459,422,Control
2183,2,25082,454,460,Treatment
2183,1,24918,449,410,Control
2184,2,25085,434,461,Treatment
2184,1,24915,454,441,Control
2185,2,24837,417,430,Treatment
2185,1,25163,437,402,Control
2186,1,24683,398,417,Control
2186,2,25317,431,414,Treatment
2187,1,25039,392,437,Control
2187,2,24961,432,379,Treatment
2188,1,24807,452,451,Control
2188,2,25193,446,438,Treatment
2189,1,24991,435,440,Control
2189,2,25009,410,428,Treatment
2190,2,25123,442,442,Treatment
2190,1,24877,423,421,Control
2191,2,24914,441,408,Treatment
2191,1,25086,432,378,Control
2192,2,24914,425,453,Treatment
2192,1,25086,451,452,Control
2193,1,25121,433,436,Control
2193,2,24879,431,435,Treatment
2194,2,25064,415,405,Treatment
2194,1,24936,438,436,Control
2195,2,25100,473,425,Treatment
2195,1,24900,495,427,Control
2196,1,24945,435,418,Control
2196,2,25055,443,434,Treatment
2197,1,24942,443,427,Control
2197,2,25058,397,462,Treatment
2198,2,25229,417,432,Treatment
2198,1,24771,425,433,Control
2199,2,24963,430,425,Treatment
2199,1,25037,444,410,Control
2200,2,25301,403,472,Treatment
2200,1,24699,434,457,Control
2201,1,25043,432,446,Control
2201,2,24957,440,431,Treatment
2202,1,25043,437,438,Control
2202,2,24957,411,420,Treatment
2203,2,24857,412,449,Treatment
2203,1,25143,462,428,Control
2204,1,24852,405,471,Control
2204,2,25148,460,438,Treatment
2205,2,25045,445,420,Treatment
2205,1,24955,443,429,Control
2206,1,25023,444,441,Control
2206,2,24977,435,436,Treatment
2207,2,24808,444,382,Treatment
2207,1,25192,448,457,Control
2208,2,25041,451,418,Treatment
2208,1,24959,427,465,Control
2209,1,24976,399,429,Control
2209,2,25024,409,439,Treatment
2210,2,25082,437,398,Treatment
2210,1,24918,442,443,Control
2211,2,25020,429,408,Treatment
2211,1,24980,428,405,Control
2212,1,25043,384,482,Control
2212,2,24957,444,414,Treatment
2213,2,25006,466,420,Treatment
2213,1,24994,456,427,Control
2214,2,25003,411,387,Treatment
2214,1,24997,416,443,Control
2215,2,25135,414,411,Treatment
2215,1,24865,399,435,Control
2216,1,24993,464,448,Control
2216,2,25007,452,414,Treatment
2217,2,25145,452,434,Treatment
2217,1,24855,462,412,Control
2218,1,25064,391,396,Control
2218,2,24936,452,496,Treatment
2219,1,25108,443,462,Control
2219,2,24892,404,409,Treatment
2220,2,25048,418,435,Treatment
2220,1,24952,450,403,Control
2221,2,24901,441,450,Treatment
2221,1,25099,446,420,Control
2222,1,24812,431,422,Control
2222,2,25188,450,439,Treatment
2223,1,25049,449,409,Control
2223,2,24951,465,401,Treatment
2224,2,25022,438,389,Treatment
2224,1,24978,412,436,Control
2225,1,24974,448,456,Control
2225,2,25026,429,462,Treatment
2226,1,24858,449,414,Control
2226,2,25142,436,450,Treatment
2227,2,24809,424,435,Treatment
2227,1,25191,405,472,Control
2228,2,24787,452,439,Treatment
2228,1,25213,401,471,Control
2229,1,25121,441,434,Control
2229,2,24879,451,423,Treatment
2230,2,24989,436,417,Treatment
2230,1,25011,424,448,Control
2231,1,25063,430,435,Control
2231,2,24937,462,432,Treatment
2232,1,24923,406,430,Control
2232,2,25077,425,421,Treatment
2233,1,24911,433,432,Control
2233,2,25089,419,425,Treatment
2234,2,24952,434,422,Treatment
2234,1,25048,437,441,Control
2235,1,24936,402,394,Control
2235,2,25064,452,449,Treatment
2236,2,25286,464,467,Treatment
2236,1,24714,433,424,Control
2237,2,25025,429,430,Treatment
2237,1,24975,445,419,Control
2238,1,24918,447,419,Control
2238,2,25082,411,458,Treatment
2239,1,25268,439,431,Control
2239,2,24732,459,498,Treatment
2240,2,24924,436,395,Treatment
2240,1,25076,409,420,Control
2241,2,25038,439,439,Treatment
2241,1,24962,460,428,Control
2242,1,24881,456,434,Control
2242,2,25119,425,451,Treatment
2243,1,25066,453,430,Control
2243,2,24934,471,442,Treatment
2244,2,24983,460,421,Treatment
